Community Group,Number/Code,Trap type,Bait,Strikes,Species caught,Date,Notes,created date,last edited date,Status,Rebaited,Trap condition
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,1,Mouse,"October 8, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,1,Hedgehog,"October 17, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,2,Rat,"November 30, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,1,Rat,"January 13, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Fresh fruit,2,Hedgehog,"January 21, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,1,Hedgehog,"January 29, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,1,Mouse,"February 5, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006 / Tp0006 (supplementary),Mouse trap,Peanut butter,1,Mouse,"February 5, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Fresh fruit,1,Hedgehog,"February 16, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,None,2,Hedgehog,"February 28, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,
Predator Free Port Hills Huntsbury,Tp0006 / Tp0006 (supplementary),Mouse trap,Fresh fruit,2,Mouse,"February 28, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,None,3,Rat,"March 24, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,
Predator Free Port Hills Huntsbury,Tp0006 / Tp0006 (supplementary),Mouse trap,None,8,Mouse,"March 24, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,None,6,Mouse,"April 5, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,2,Rat,"May 4, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,2,Rat,"May 15, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,2,Rat,"May 27, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,2,Rat,"July 29, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0006,DOC 150,Peanut butter,1,Mouse,"July 31, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Peanut butter,1,Rat,"May 6, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Peanut butter,4,Rat,"April 30, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Peanut butter,1,Rat,"January 30, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Peanut butter,1,Hedgehog,"January 20, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0007 / Tp0007 (supplementary),Mouse trap,None,2,Mouse,"August 31, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0007 / Tp0007 (supplementary),Mouse trap,Peanut butter,1,Mouse,"September 30, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Peanut butter,1,Rat,"September 28, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0007 / Tp0007 (supplementary),Mouse trap,Peanut butter,1,Mouse,"October 31, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Peanut butter,2,Hedgehog,"November 30, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Peanut butter,1,Hedgehog,"February 5, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Fresh fruit,2,Hedgehog,"February 11, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0007,DOC 150,Peanut butter,1,Hedgehog,"March 31, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,Tp0007 / Tp0007 (supplementary),Mouse trap,Peanut butter,3,Mouse,"May 10, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,
Predator Free Port Hills Huntsbury,Tp0008,DOC 150,Peanut butter,1,Mouse,"February 7, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0008,DOC 150,Peanut butter,1,Rat,"January 22, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0008,DOC 150,None,1,Hedgehog,"November 2, 2017",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0008,DOC 150,Peanut butter,1,Rat,"March 10, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0008,DOC 150,Peanut butter,1,Mouse,"March 17, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0008,DOC 150,Peanut butter,1,Hedgehog,"January 22, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,Tp0008,DOC 150,Peanut butter,1,Hedgehog,"September 28, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Peanut butter,2,Rat,"January 20, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006,DOC 200,None,2,Hedgehog,"November 30, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,Peanut butter,3,Mouse,"October 25, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,Peanut butter,1,Rat,"October 22, 2017",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Peanut butter,1,Rat,"January 6, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,Peanut butter,1,Rat,"January 6, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006,DOC 200,None,1,Rat,"January 18, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,Peanut butter,1,Rat,"March 9, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,Peanut butter,1,Rat,"March 17, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Peanut butter,1,Rat,"October 7, 2017",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,None,1,Rat,"October 7, 2017",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Dried fruit,1,Rat,"January 9, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Peanut butter,1,Hedgehog,"February 11, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,Dried fruit,1,Hedgehog,"February 11, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Peanut butter,1,Rat,"February 16, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0006,DOC 200,None,1,Rat,"April 28, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Peanut butter,3,Rat,"May 10, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Peanut butter,2,Rat,"June 25, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,Peanut butter,2,Mouse,"June 25, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0006,DOC 200,Peanut butter,1,Rat,"June 6, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0006 / TP0006 (supplementary),DOC 200,Peanut butter,4,Mouse,"June 6, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP009,Timms,Fresh fruit,1,Rat,"September 7, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP009,Timms,Fresh fruit,1,Hedgehog,"March 31, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP009,Timms,None,2,Possum,"February 4, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP009,Timms,Fresh fruit,1,Hedgehog,"February 6, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP009,Timms,Fresh fruit,1,Hedgehog,"February 19, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP009,Timms,Fresh fruit,0,None,"March 31, 2018",,"October 29, 2020","November 25, 2020","Still set, bait OK",Yes,OK
Predator Free Port Hills Huntsbury,TP009,Timms,Fresh fruit,1,Possum,"July 31, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,1,Possum,"September 30, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Other (please specify),1,Possum,"August 31, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,1,Other,"June 30, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,2,Hedgehog,"April 30, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,1,Possum,"March 31, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Peanut butter,1,Possum,"February 29, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,2,Hedgehog,"January 31, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,1,Hedgehog,"November 29, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,None,1,Possum,"February 4, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,0,None,"April 30, 2018",,"October 29, 2020","November 25, 2020","Still set, bait OK",Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,1,Cat,"May 31, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh meat,0,None,"July 31, 2018",,"October 29, 2020","November 25, 2020","Still set, bait OK",Yes,OK
Predator Free Port Hills Cashmere,TP00010,Cage Trap,None,4,Possum,"November 30, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Cashmere,TP00010,Cage Trap,None,4,Hedgehog,"November 29, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,3,Hedgehog,"February 28, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,1,Possum,"April 30, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Cashmere,TP00010,Cage Trap,Fresh fruit,2,Possum,"May 31, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,T0305,Rat trap,Other (please specify),1,Mouse,"May 31, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,T0305,Rat trap,None,0,None,"March 31, 2018",,"October 29, 2020","November 25, 2020","Still set, bait OK",Yes,OK
Predator Free Port Hills Huntsbury,T0305,Rat trap,Peanut butter,2,Rat,"April 5, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,T0305,Rat trap,Fresh meat,4,Mouse,"June 5, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,2,Possum,"October 25, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"January 24, 2020",,"October 29, 2020","November 25, 2020",Sprung,No,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"January 2, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,2,Possum,"December 31, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"December 5, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,None,1,Possum,"February 14, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"February 15, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"February 17, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,2,Possum,"February 19, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,3,Possum,"February 26, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"March 1, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,2,Possum,"March 8, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"March 13, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,2,Possum,"March 16, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"March 17, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"March 26, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,None,1,Possum,"April 1, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,Fresh fruit,1,Possum,"May 7, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"March 21, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Rat and Possum Lure,1,Possum,"June 23, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,2,Possum,"July 9, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"September 5, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,Rat and Possum Lure,4,Possum,"September 13, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,Fresh fruit,1,Possum,"November 6, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,Fresh fruit,1,Possum,"December 31, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"January 29, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,Fresh fruit,1,Possum,"January 29, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,Peanut butter,1,Possum,"January 30, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,2,Hedgehog,"February 16, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,2,Possum,"March 3, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,Fresh fruit,1,Possum,"March 3, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,TP0011/tp0002,Cage Trap,Fresh fruit,1,Possum,"March 24, 2019",,"October 29, 2020","November 25, 2020",Sprung,No,
Predator Free Port Hills Huntsbury,TP0011/tp0002 / TP0011 supplementary,Cage Trap,Fresh fruit,1,Possum,"April 5, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,
Predator Free Port Hills Huntsbury,T0306,Trapinator,Fresh fruit,1,Possum,"May 31, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,T0306,Trapinator,None,0,None,"March 31, 2018",,"October 29, 2020","November 25, 2020","Still set, bait OK",Yes,OK
Predator Free Port Hills Hillsborough,Tp0012,Cage Trap,None,2,Possum,"February 15, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Hillsborough,Tp0012,Cage Trap,Fresh fruit,2,Possum,"May 28, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,Fresh fruit,2,Possum,"October 6, 2020",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,Fresh fruit,4,Hedgehog,"November 26, 2019",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,Fresh fruit,2,Possum,"April 20, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,Fresh fruit,2,Possum,"March 28, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,Fresh fruit,1,Possum,"May 1, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,Fresh fruit,1,Possum,"May 15, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,None,1,Possum,"March 26, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,Dried fruit,1,Possum,"April 1, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
Predator Free Port Hills Huntsbury,TP0014/TP0003,Cage Trap,Fresh fruit,1,Possum,"April 5, 2018",,"October 29, 2020","November 25, 2020",Sprung,Yes,OK
